#value	pattern_data	pattern_string	frequency
572	3,5,456	3|OOO|..O|X.X|	14102
573	3,12,130	3|.O.|..X|XO.|	14066
574	3,15,320	3|O.O|..X|XXX|	14017
575	3,231,264	3|OXX|X.O|XXX|	14007
576	3,2,456	3|OOO|..O|.X.|	13998
577	3,12,96	3|..O|O.X|X..|	13982
578	3,3,492	3|OOO|O.O|OXX|	13903
579	3,14,193	3|.OO|..X|XXO|	13898
580	3,7,200	3|.OO|..O|XXX|	13821
581	3,5,130	3|.O.|...|XOX|	13799
582	3,2,225	3|.OO|O..|.XO|	13753
583	3,70,296	3|O.X|O.O|XX.|	13746
584	3,70,168	3|.OX|O.O|XX.|	13705
585	3,41,132	3|.O.|X.X|O.X|	13692
586	3,15,160	3|.O.|O.X|XXX|	13651
587	3,110,0	3|..X|X.X|XX.|	13643
588	3,43,260	3|O..|X.X|OXX|	13626
589	3,79,111	3|..#|O.#|###|	13593
590	3,2,333	3|O.O|..O|OXO|	13592
591	3,231,8	3|.XX|X.O|XXX|	13586
592	3,43,64	3|..O|X.X|.XX|	13583
593	3,45,320	3|O.O|X.X|X.X|	13579
594	3,229,258	3|OXX|X..|XOX|	13573
595	3,10,420	3|OO.|O.X|OX.|	13558
596	3,0,111	3|..O|O.O|OOO|	13518
597	3,101,128	3|.OX|X..|X.X|	13493
598	3,2,360	3|O.O|O.O|.X.|	13426
599	3,12,291	3|O..|O.X|XOO|	13411
600	3,99,128	3|.OX|X..|.XX|	13389
601	3,5,360	3|O.O|O.O|X.X|	13388
602	3,10,289	3|O..|O.X|.XO|	13344
603	3,12,482	3|OOO|O.X|XO.|	13336
604	3,15,327	3|O.O|..X|###|	13305
605	3,107,260	3|O.X|X.X|OXX|	13272
606	3,11,292	3|O..|O.X|OXX|	13266
607	3,45,128	3|.O.|X.X|X.X|	13251
608	3,10,293	3|O..|O.X|OXO|	13154
609	3,99,12	3|..X|X.O|OXX|	13072
610	3,5,330	3|O.O|..O|XOX|	13067
611	3,0,229	3|.OO|O..|O.O|	13018
612	3,0,47	3|...|O.O|OOO|	12991
613	3,1,166	3|.O.|O..|OOX|	12969
614	3,3,420	3|OO.|O..|OXX|	12967
615	3,5,194	3|.OO|...|XOX|	12951
616	3,173,2	3|.X.|X.X|XOX|	12923
617	3,43,132	3|.O.|X.X|OXX|	12886
618	3,239,7	3|.XX|X.X|###|	12883
619	3,14,385	3|OO.|..X|XXO|	12883
620	3,3,232	3|.OO|O.O|.XX|	12878
621	3,70,392	3|OOX|..O|XX.|	12870
622	3,15,96	3|..O|O.X|XXX|	12854
623	3,40,68	3|..O|X.X|O..|	12845
624	3,2,233	3|.OO|O.O|.XO|	12826
625	3,13,480	3|OOO|O.X|X.X|	12660
626	3,111,0	3|..X|X.X|XXX|	12639
627	3,111,463	3|OO#|X.#|###|	12606
628	3,365,2	3|X.X|X.X|XOX|	12574
629	3,335,105	3|X.#|O.#|XX#|	12568
630	3,15,288	3|O..|O.X|XXX|	12520
631	3,103,384	3|OOX|X..|XXX|	12513
632	3,41,196	3|.OO|X.X|O.X|	12507
633	3,14,449	3|OOO|..X|XXO|	12495
634	3,14,289	3|O..|O.X|XXO|	12492
635	3,5,226	3|.OO|O..|XOX|	12488
636	3,105,335	3|O.#|X.#|OO#|	12465
637	3,41,258	3|O..|X.X|.OX|	12464
638	3,170,68	3|.XO|X.X|OX.|	12359
639	3,229,0	3|.XX|X..|X.X|	12334
640	3,3,460	3|OOO|..O|OXX|	12319
641	3,68,43	3|..X|O.O|XOO|	12314
642	3,1,354	3|O.O|O..|.OX|	12305
643	3,111,79	3|..#|X.#|###|	12280
644	3,171,0	3|.X.|X.X|.XX|	12268
645	3,2,365	3|O.O|O.O|OXO|	12249
646	3,47,0	3|...|X.X|XXX|	12220
647	3,99,256	3|O.X|X..|.XX|	12207
648	3,69,170	3|.OX|O.O|XOX|	12144
649	3,106,388	3|OOX|X.X|OX.|	12134
650	3,15,352	3|O.O|O.X|XXX|	12124
651	3,2,461	3|OOO|..O|OXO|	12094
652	3,5,98	3|..O|O..|XOX|	12077
653	3,11,164	3|.O.|O.X|OXX|	12041
654	3,335,32	3|X.X|O.X|XXX|	12031
655	3,1,420	3|OO.|O..|O.X|	12010
656	3,43,192	3|.OO|X.X|.XX|	11955
657	3,367,207	3|XO#|X.#|###|	11933
658	3,71,423	3|OOX|O..|###|	11933
659	3,15,256	3|O..|..X|XXX|	11855
660	3,10,160	3|.O.|O.X|.X.|	11839
661	3,71,431	3|OOX|O.O|###|	11828
662	3,14,416	3|OO.|O.X|XX.|	11806
663	3,71,175	3|.OX|O.O|###|	11780
664	3,68,291	3|O.X|O..|XOO|	11776
665	3,15,135	3|.O.|..X|###|	11774
666	3,111,329	3|O.#|X.#|XX#|	11672
667	3,13,258	3|O..|..X|XOX|	11655
668	3,70,40	3|..X|O.O|XX.|	11616
669	3,13,290	3|O..|O.X|XOX|	11612
670	3,12,480	3|OOO|O.X|X..|	11603
671	3,78,289	3|O.X|O.X|XXO|	11537
672	3,5,458	3|OOO|..O|XOX|	11515
673	3,107,128	3|.OX|X.X|.XX|	11508
674	3,2,332	3|O.O|..O|OX.|	11474
675	3,79,263	3|O.X|..X|###|	11465
676	3,105,260	3|O.X|X.X|O.X|	11446
677	3,12,386	3|OO.|..X|XO.|	11424
678	3,175,327	3|OXO|X.X|###|	11418
679	3,71,295	3|O.X|O..|###|	11418
680	3,70,137	3|.OX|..O|XXO|	11398
681	3,69,426	3|OOX|O.O|XOX|	11389
682	3,71,392	3|OOX|..O|XXX|	11282
683	3,0,335	3|O.O|..O|OOO|	11207
684	3,71,416	3|OOX|O..|XXX|	11129
685	3,10,97	3|..O|O.X|.XO|	11126
686	3,12,193	3|.OO|..X|X.O|	11091
687	3,3,424	3|OO.|O.O|.XX|	11064
688	3,70,257	3|O.X|...|XXO|	11038
689	3,109,258	3|O.X|X.X|XOX|	11002
690	3,7,448	3|OOO|...|XXX|	10992
691	3,103,391	3|OOX|X..|###|	10909
692	3,11,356	3|O.O|O.X|OXX|	10776
693	3,11,100	3|..O|O.X|OXX|	10769
694	3,99,136	3|.OX|X.O|.XX|	10754
695	3,2,237	3|.OO|O.O|OXO|	10751
696	3,335,0	3|X.X|..X|XXX|	10595
697	3,69,34	3|..X|O..|XOX|	10580
698	3,13,226	3|.OO|O.X|XOX|	10565
699	3,103,263	3|O.X|X..|###|	10539
700	3,98,12	3|..X|X.O|OX.|	10494
701	3,5,168	3|.O.|O.O|X.X|	10482
702	3,106,261	3|O.X|X.X|OXO|	10417
703	3,327,128	3|XOX|...|XXX|	10377
704	3,0,365	3|O.O|O.O|O.O|	10333
705	3,14,321	3|O.O|..X|XXO|	10273
706	3,2,453	3|OOO|...|OXO|	10269
707	3,12,163	3|.O.|O.X|XOO|	10240
708	3,2,205	3|.OO|..O|OXO|	10178
709	3,15,480	3|OOO|O.X|XXX|	10107
710	3,2,173	3|.O.|O.O|OXO|	10096
711	3,68,40	3|..X|O.O|X..|	10043
712	3,12,98	3|..O|O.X|XO.|	10022
713	3,103,8	3|..X|X.O|XXX|	9930
714	3,365,0	3|X.X|X.X|X.X|	9881
715	3,78,416	3|OOX|O.X|XX.|	9863
716	3,70,416	3|OOX|O..|XX.|	9841
717	3,42,320	3|O.O|X.X|.X.|	9833
718	3,11,228	3|.OO|O.X|OXX|	9798
719	3,13,352	3|O.O|O.X|X.X|	9765
720	3,0,367	3|O.O|O.O|OOO|	9694
721	3,97,10	3|..X|X.O|.OX|	9645
722	3,10,261	3|O..|..X|OXO|	9628
723	3,43,384	3|OO.|X.X|.XX|	9575
724	3,110,385	3|OOX|X.X|XXO|	9538
725	3,42,193	3|.OO|X.X|.XO|	9531
726	3,11,260	3|O..|..X|OXX|	9525
727	3,2,232	3|.OO|O.O|.X.|	9521
728	3,5,450	3|OOO|...|XOX|	9515
729	3,5,200	3|.OO|..O|X.X|	9490
730	3,175,7	3|.X.|X.X|###|	9467
731	3,70,33	3|..X|O..|XXO|	9460
732	3,71,264	3|O.X|..O|XXX|	9421
733	3,43,196	3|.OO|X.X|OXX|	9420
734	3,2,236	3|.OO|O.O|OX.|	9418
735	3,40,70	3|..O|X.X|OO.|	9387
736	3,70,264	3|O.X|..O|XX.|	9341
737	3,107,388	3|OOX|X.X|OXX|	9301
738	3,3,480	3|OOO|O..|.XX|	9238
739	3,175,0	3|.X.|X.X|XXX|	9099
740	3,105,262	3|O.X|X.X|OOX|	9087
741	3,103,256	3|O.X|X..|XXX|	9078
742	3,1,358	3|O.O|O..|OOX|	9058
743	3,107,256	3|O.X|X.X|.XX|	9025
744	3,105,205	3|.O#|X.#|O.#|	9024
745	3,13,450	3|OOO|..X|XOX|	9009
746	3,43,128	3|.O.|X.X|.XX|	9007
747	3,13,66	3|..O|..X|XOX|	8989
748	3,41,66	3|..O|X.X|.OX|	8891
749	3,12,259	3|O..|..X|XOO|	8861
750	3,1,428	3|OO.|O.O|O.X|	8844
751	3,68,259	3|O.X|...|XOO|	8843
752	3,42,69	3|..O|X.X|OXO|	8829
753	3,0,325	3|O.O|...|O.O|	8805
754	3,42,449	3|OOO|X.X|.XO|	8769
755	3,2,489	3|OOO|O.O|.XO|	8755
756	3,11,96	3|..O|O.X|.XX|	8752
757	3,78,256	3|O.X|..X|XX.|	8743
758	3,70,393	3|OOX|..O|XXO|	8702
759	3,367,0	3|X.X|X.X|XXX|	8669
760	3,5,202	3|.OO|..O|XOX|	8628
761	3,42,321	3|O.O|X.X|.XO|	8605
762	3,110,129	3|.OX|X.X|XXO|	8580
763	3,7,488	3|OOO|O.O|XXX|	8578
764	3,45,66	3|..O|X.X|XOX|	8517
765	3,1,228	3|.OO|O..|O.X|	8509
766	3,47,448	3|OOO|X.X|XXX|	8496
767	3,79,416	3|OOX|O.X|XXX|	8489
768	3,69,290	3|O.X|O..|XOX|	8475
769	3,11,484	3|OOO|O.X|OXX|	8470
770	3,71,168	3|.OX|O.O|XXX|	8463
771	3,7,367	3|O.O|O.O|###|	8462
772	3,12,227	3|.OO|O.X|XOO|	8403
773	3,12,449	3|OOO|..X|X.O|	8356
774	3,71,296	3|O.X|O.O|XXX|	8311
775	3,41,452	3|OOO|X.X|O.X|	8272
776	3,15,384	3|OO.|..X|XXX|	8247
777	3,5,232	3|.OO|O.O|X.X|	8172
778	3,70,129	3|.OX|...|XXO|	8164
779	3,12,355	3|O.O|O.X|XOO|	8153
780	3,12,418	3|OO.|O.X|XO.|	8114
781	3,0,102	3|..O|O..|OO.|	8105
782	3,110,128	3|.OX|X.X|XX.|	8002
783	3,10,165	3|.O.|O.X|OXO|	7974
784	3,14,161	3|.O.|O.X|XXO|	7962
785	3,327,175	3|XOX|O.O|###|	7923
786	3,110,256	3|O.X|X.X|XX.|	7920
787	3,325,0	3|X.X|...|X.X|	7917
788	3,98,137	3|.OX|X.O|.XO|	7892
789	3,99,388	3|OOX|X..|OXX|	7885
790	3,109,201	3|.O#|X.#|X.#|	7871
791	3,71,39	3|..X|O..|###|	7863
792	3,43,320	3|O.O|X.X|.XX|	7861
793	3,1,230	3|.OO|O..|OOX|	7816
794	3,43,256	3|O..|X.X|.XX|	7772
795	3,367,201	3|XO#|X.#|XX#|	7731
796	3,367,7	3|X.X|X.X|###|	7640
797	3,170,0	3|.X.|X.X|.X.|	7636
798	3,13,482	3|OOO|O.X|XOX|	7590
799	3,3,204	3|.OO|..O|OXX|	7568
800	3,13,130	3|.O.|..X|XOX|	7542
801	3,70,169	3|.OX|O.O|XXO|	7532
802	3,13,194	3|.OO|..X|XOX|	7527
803	3,69,258	3|O.X|...|XOX|	7524
804	3,71,40	3|..X|O.O|XXX|	7482
805	3,10,68	3|..O|..X|OX.|	7477
806	3,12,99	3|..O|O.X|XOO|	7459
807	3,102,0	3|..X|X..|XX.|	7443
808	3,367,128	3|XOX|X.X|XXX|	7408
809	3,12,416	3|OO.|O.X|X..|	7377
810	3,102,9	3|..X|X.O|XXO|	7357
811	3,70,424	3|OOX|O.O|XX.|	7335
812	3,12,451	3|OOO|..X|XOO|	7313
813	3,111,128	3|.OX|X.X|XXX|	7279
814	3,2,460	3|OOO|..O|OX.|	7269
815	3,15,263	3|O..|..X|###|	7253
816	3,99,392	3|OOX|X.O|.XX|	7250
817	3,108,259	3|O.X|X.X|XOO|	7223
818	3,14,225	3|.OO|O.X|XXO|	7220
819	3,1,418	3|OO.|O..|.OX|	7208
820	3,1,102	3|..O|O..|OOX|	7175
821	3,40,67	3|..O|X.X|.OO|	7169
822	3,1,486	3|OOO|O..|OOX|	7137
823	3,12,385	3|OO.|..X|X.O|	7120
824	3,108,257	3|O.X|X.X|X.O|	7119
825	3,68,10	3|..X|..O|XO.|	7113
826	3,327,136	3|XOX|..O|XXX|	7093
827	3,10,324	3|O.O|..X|OX.|	7040
828	3,12,289	3|O..|O.X|X.O|	7034
829	3,111,256	3|O.X|X.X|XXX|	7025
830	3,102,1	3|..X|X..|XXO|	7019
831	3,3,488	3|OOO|O.O|.XX|	6986
832	3,103,128	3|.OX|X..|XXX|	6984
833	3,103,135	3|.OX|X..|###|	6974
834	3,108,129	3|.OX|X.X|X.O|	6955
835	3,10,357	3|O.O|O.X|OXO|	6913
836	3,69,160	3|.OX|O..|X.X|	6911
837	3,97,260	3|O.X|X..|O.X|	6888
838	3,13,354	3|O.O|O.X|XOX|	6826
839	3,5,322	3|O.O|...|XOX|	6810
840	3,325,2	3|X.X|...|XOX|	6803
841	3,70,289	3|O.X|O..|XXO|	6801
842	3,12,483	3|OOO|O.X|XOO|	6717
843	3,43,452	3|OOO|X.X|OXX|	6703
844	3,14,481	3|OOO|O.X|XXO|	6655
845	3,15,487	3|OOO|O.X|###|	6621
846	3,41,324	3|O.O|X.X|O.X|	6602
847	3,12,131	3|.O.|..X|XOO|	6578
848	3,239,0	3|.XX|X.X|XXX|	6575
849	3,12,321	3|O.O|..X|X.O|	6551
850	3,3,416	3|OO.|O..|.XX|	6521
851	3,41,130	3|.O.|X.X|.OX|	6508
852	3,79,256	3|O.X|..X|XXX|	6491
853	3,13,162	3|.O.|O.X|XOX|	6465
854	3,101,136	3|.OX|X.O|X.X|	6417
855	3,41,70	3|..O|X.X|OOX|	6386
856	3,2,325	3|O.O|...|OXO|	6346
857	3,41,262	3|O..|X.X|OOX|	6328
858	3,14,353	3|O.O|O.X|XXO|	6326
859	3,15,391	3|OO.|..X|###|	6309
860	3,69,162	3|.OX|O..|XOX|	6298
861	3,1,484	3|OOO|O..|O.X|	6259
862	3,103,392	3|OOX|X.O|XXX|	6194
863	3,101,10	3|..X|X.O|XOX|	6162
864	3,10,101	3|..O|O.X|OXO|	6160
865	3,70,265	3|O.X|..O|XXO|	6154
866	3,40,71	3|..O|X.X|OOO|	6142
867	3,10,353	3|O.O|O.X|.XO|	6117
868	3,239,335	3|OX#|X.#|###|	6046
869	3,47,192	3|.OO|X.X|XXX|	6001
870	3,12,419	3|OO.|O.X|XOO|	5998
871	3,11,256	3|O..|..X|.XX|	5933
872	3,12,322	3|O.O|..X|XO.|	5925
873	3,11,288	3|O..|O.X|.XX|	5883
874	3,12,66	3|..O|..X|XO.|	5874
875	3,1,416	3|OO.|O..|..X|	5866
876	3,98,136	3|.OX|X.O|.X.|	5843
877	3,97,132	3|.OX|X..|O.X|	5827
878	3,13,98	3|..O|O.X|XOX|	5807
879	3,11,420	3|OO.|O.X|OXX|	5802
880	3,47,64	3|..O|X.X|XXX|	5798
881	3,2,493	3|OOO|O.O|OXO|	5613
882	3,111,457	3|OO#|X.#|XX#|	5599
883	3,101,392	3|OOX|X.O|X.X|	5553
884	3,15,416	3|OO.|O.X|XXX|	5533
885	3,12,67	3|..O|..X|XOO|	5526
886	3,41,388	3|OO.|X.X|O.X|	5521
887	3,70,297	3|O.X|O.O|XXO|	5502
888	3,231,271	3|OXX|X.O|###|	5447
889	3,71,424	3|OOX|O.O|XXX|	5426
890	3,101,264	3|O.X|X.O|X.X|	5415
891	3,11,352	3|O.O|O.X|.XX|	5379
892	3,14,97	3|..O|O.X|XXO|	5378
893	3,69,298	3|O.X|O.O|XOX|	5362
894	3,12,195	3|.OO|..X|XOO|	5327
895	3,40,69	3|..O|X.X|O.O|	5287
896	3,495,7	3|XXX|X.X|###|	5256
897	3,12,387	3|OO.|..X|XOO|	5242
898	3,7,111	3|..O|O.O|###|	5241
899	3,69,296	3|O.X|O.O|X.X|	5238
900	3,107,461	3|OO#|X.#|OX#|	5224
901	3,13,416	3|OO.|O.X|X.X|	5180
902	3,99,264	3|O.X|X.O|.XX|	5135
903	3,1,422	3|OO.|O..|OOX|	5125
904	3,79,423	3|OOX|O.X|###|	5089
905	3,239,79	3|.X#|X.#|###|	5087
906	3,97,12	3|..X|X.O|O.X|	5042
907	3,68,297	3|O.X|O.O|X.O|	5039
908	3,98,13	3|..X|X.O|OXO|	4971
909	3,335,39	3|X.X|O.X|###|	4958
910	3,70,425	3|OOX|O.O|XXO|	4929
911	3,12,225	3|.OO|O.X|X.O|	4918
912	3,13,386	3|OO.|..X|XOX|	4784
913	3,111,7	3|..X|X.X|###|	4704
914	3,229,10	3|.XX|X.O|XOX|	4667
915	3,11,68	3|..O|..X|OXX|	4634
916	3,69,40	3|..X|O.O|X.X|	4628
917	3,101,258	3|O.X|X..|XOX|	4591
918	3,12,353	3|O.O|O.X|X.O|	4557
919	3,109,386	3|OOX|X.X|XOX|	4513
920	3,98,129	3|.OX|X..|.XO|	4491
921	3,43,388	3|OO.|X.X|OXX|	4450
922	3,109,130	3|.OX|X.X|XOX|	4438
923	3,105,134	3|.OX|X.X|OOX|	4436
924	3,43,324	3|O.O|X.X|OXX|	4400
925	3,70,41	3|..X|O.O|XXO|	4383
926	3,102,8	3|..X|X.O|XX.|	4371
927	3,40,131	3|.O.|X.X|.OO|	4351
928	3,97,14	3|..X|X.O|OOX|	4326
929	3,107,205	3|.O#|X.#|OX#|	4323
930	3,103,136	3|.OX|X.O|XXX|	4305
931	3,111,263	3|O.X|X.X|###|	4299
932	3,10,161	3|.O.|O.X|.XO|	4203
933	3,12,97	3|..O|O.X|X.O|	4199
934	3,71,303	3|O.X|O.O|###|	4174
935	3,2,204	3|.OO|..O|OX.|	4125
936	3,335,239	3|XO#|O.#|###|	4072
937	3,69,42	3|..X|O.O|XOX|	3967
938	3,10,229	3|.OO|O.X|OXO|	3960
939	3,10,421	3|OO.|O.X|OXO|	3924
940	3,102,137	3|.OX|X.O|XXO|	3900
941	3,11,160	3|.O.|O.X|.XX|	3888
942	3,14,417	3|OO.|O.X|XXO|	3829
943	3,335,160	3|XOX|O.X|XXX|	3826
944	3,103,264	3|O.X|X.O|XXX|	3780
945	3,13,322	3|O.O|..X|XOX|	3660
946	3,99,140	3|.OX|X.O|OXX|	3638
947	3,12,161	3|.O.|O.X|X.O|	3616
948	3,41,134	3|.O.|X.X|OOX|	3569
949	3,106,133	3|.OX|X.X|OXO|	3536
950	3,10,416	3|OO.|O.X|.X.|	3522
951	3,78,161	3|.OX|O.X|XXO|	3496
952	3,41,450	3|OOO|X.X|.OX|	3493
953	3,69,418	3|OOX|O..|XOX|	3466
954	3,71,47	3|..X|O.O|###|	3458
955	3,10,485	3|OOO|O.X|OXO|	3450
956	3,103,399	3|OOX|X.O|###|	3409
957	3,111,391	3|OOX|X.X|###|	3314
958	3,13,418	3|OO.|O.X|XOX|	3300
959	3,41,386	3|OO.|X.X|.OX|	3292
960	3,70,161	3|.OX|O..|XXO|	3258
961	3,12,481	3|OOO|O.X|X.O|	3251
962	3,68,257	3|O.X|...|X.O|	3208
963	3,97,262	3|O.X|X..|OOX|	3198
964	3,5,488	3|OOO|O.O|X.X|	3182
965	3,10,69	3|..O|..X|OXO|	3171
966	3,107,201	3|.O#|X.#|.X#|	3159
967	3,98,265	3|O.X|X.O|.XO|	3069
968	3,45,130	3|.O.|X.X|XOX|	3053
969	3,238,0	3|.XX|X.X|XX.|	3038
970	3,47,128	3|.O.|X.X|XXX|	3032
971	3,108,131	3|.OX|X.X|XOO|	2997
972	3,7,47	3|...|O.O|###|	2986
973	3,70,385	3|OOX|...|XXO|	2940
974	3,367,135	3|XOX|X.X|###|	2927
975	3,47,320	3|O.O|X.X|XXX|	2917
976	3,68,11	3|..X|..O|XOO|	2908
977	3,335,167	3|XOX|O.X|###|	2869
978	3,45,194	3|.OO|X.X|XOX|	2864
979	3,41,194	3|.OO|X.X|.OX|	2858
980	3,47,71	3|..O|X.X|###|	2845
981	3,47,455	3|OOO|X.X|###|	2816
982	3,12,323	3|O.O|..X|XOO|	2775
983	3,15,359	3|O.O|O.X|###|	2734
984	3,40,199	3|.OO|X.X|OOO|	2697
985	3,98,257	3|O.X|X..|.XO|	2662
986	3,109,459	3|OO#|X.#|XO#|	2636
987	3,2,488	3|OOO|O.O|.X.|	2574
988	3,47,7	3|...|X.X|###|	2521
989	3,11,324	3|O.O|..X|OXX|	2521
990	3,69,416	3|OOX|O..|X.X|	2474
991	3,103,143	3|.OX|X.O|###|	2470
992	3,41,198	3|.OO|X.X|OOX|	2454
993	3,365,203	3|XO#|X.#|XO#|	2419
994	3,98,141	3|.OX|X.O|OXO|	2418
995	3,98,393	3|OOX|X.O|.XO|	2407
996	3,68,161	3|.OX|O..|X.O|	2406
997	3,69,10	3|..X|..O|XOX|	2389
998	3,111,201	3|.O#|X.#|XX#|	2373
999	3,105,130	3|.OX|X.X|.OX|	2339
1000	3,78,417	3|OOX|O.X|XXO|	2299
1001	3,41,454	3|OOO|X.X|OOX|	2230
1002	3,102,265	3|O.X|X.O|XXO|	2205
1003	3,15,167	3|.O.|O.X|###|	2126
1004	3,40,198	3|.OO|X.X|OO.|	2105
1005	3,108,130	3|.OX|X.X|XO.|	2104
1006	3,101,130	3|.OX|X..|XOX|	2082
1007	3,170,325	3|OXO|X.X|OXO|	2052
1008	3,79,295	3|O.X|O.X|###|	2030
1009	3,41,390	3|OO.|X.X|OOX|	2024
1010	3,40,135	3|.O.|X.X|OOO|	1995
1011	3,41,322	3|O.O|X.X|.OX|	1995
1012	3,173,322	3|OXO|X.X|XOX|	1972
1013	3,70,417	3|OOX|O..|XXO|	1940
1014	3,99,268	3|O.X|X.O|OXX|	1898
1015	3,45,450	3|OOO|X.X|XOX|	1890
1016	3,15,423	3|OO.|O.X|###|	1827
1017	3,106,389	3|OOX|X.X|OXO|	1782
1018	3,97,134	3|.OX|X..|OOX|	1781
1019	3,365,130	3|XOX|X.X|XOX|	1759
1020	3,68,171	3|.OX|O.O|XOO|	1752
1021	3,495,0	3|XXX|X.X|XXX|	1749
1022	3,102,129	3|.OX|X..|XXO|	1734
1023	3,42,133	3|.O.|X.X|OXO|	1729
1024	3,97,142	3|.OX|X.O|OOX|	1697
1025	3,105,207	3|.O#|X.#|OO#|	1679
1026	3,98,140	3|.OX|X.O|OX.|	1678
1027	3,325,170	3|XOX|O.O|XOX|	1672
1028	3,40,133	3|.O.|X.X|O.O|	1642
1029	3,102,393	3|OOX|X.O|XXO|	1632
1030	3,109,203	3|.O#|X.#|XO#|	1621
1031	3,327,47	3|X.X|O.O|###|	1593
1032	3,101,386	3|OOX|X..|XOX|	1589
1033	3,111,135	3|.OX|X.X|###|	1585
1034	3,105,390	3|OOX|X.X|OOX|	1551
1035	3,40,197	3|.OO|X.X|O.O|	1550
1036	3,12,417	3|OO.|O.X|X.O|	1547
1037	3,79,39	3|..X|O.X|###|	1528
1038	3,42,197	3|.OO|X.X|OXO|	1514
1039	3,98,133	3|.OX|X..|OXO|	1458
1040	3,47,199	3|.OO|X.X|###|	1440
1041	3,47,327	3|O.O|X.X|###|	1429
1042	3,325,10	3|X.X|..O|XOX|	1377
1043	3,101,138	3|.OX|X.O|XOX|	1374
1044	3,103,15	3|..X|X.O|###|	1369
1045	3,102,136	3|.OX|X.O|XX.|	1328
1046	3,10,325	3|O.O|..X|OXO|	1326
1047	3,495,79	3|XX#|X.#|###|	1324
1048	3,68,427	3|OOX|O.O|XOO|	1317
1049	3,97,130	3|.OX|X..|.OX|	1304
1050	3,103,271	3|O.X|X.O|###|	1301
1051	3,99,396	3|OOX|X.O|OXX|	1267
1052	3,327,40	3|X.X|O.O|XXX|	1240
1053	3,40,130	3|.O.|X.X|.O.|	1236
1054	3,102,257	3|O.X|X..|XXO|	1215
1055	3,41,326	3|O.O|X.X|OOX|	1206
1056	3,229,266	3|OXX|X.O|XOX|	1198
1057	3,15,103	3|..O|O.X|###|	1188
1058	3,40,195	3|.OO|X.X|.OO|	1187
1059	3,97,140	3|.OX|X.O|O.X|	1183
1060	3,10,417	3|OO.|O.X|.XO|	1180
1061	5,1023,1049599	5|....O|.....|.....|#####|#####|	58521
1062	5,0,64	5|.....|.....|.....|...O.|.....|	58515
1063	5,0,1	5|.....|.....|.....|.....|....O|	58450
1064	5,1023,1023	5|.....|.....|.....|#####|#####|	58446
1065	5,1083391,1083391	5|....#|....#|....#|#####|#####|	58439
1066	5,128,0	5|.....|.....|.....|..X..|.....|	58429
1067	5,0,2	5|.....|.....|.....|.....|...O.|	58407
1068	5,0,0	5|.....|.....|.....|.....|.....|	58392
1069	5,1023,2098175	5|...O.|.....|.....|#####|#####|	58387
1070	5,2,0	5|.....|.....|.....|.....|...X.|	58385
1071	5,3263587,3247203	5|...##|...##|X..##|...##|...##|	58384
1072	5,31,31	5|.....|.....|.....|.....|#####|	58383
1073	5,1048607,31	5|....X|.....|.....|.....|#####|	58377
1074	5,1023,4195327	5|..O..|.....|.....|#####|#####|	58375
1075	5,0,4	5|.....|.....|.....|.....|..O..|	58357
1076	5,2098175,1023	5|...X.|.....|.....|#####|#####|	58352
1077	5,0,128	5|.....|.....|.....|..O..|.....|	58351
1078	5,31,4194335	5|..O..|.....|.....|.....|#####|	58346
1079	5,31,1048607	5|....O|.....|.....|.....|#####|	58344
1080	5,1049599,1023	5|....X|.....|.....|#####|#####|	58343
1081	5,3248127,3248127	5|...##|...##|...##|#####|#####|	58338
1082	5,31,2097183	5|...O.|.....|.....|.....|#####|	58330
1083	5,64,0	5|.....|.....|.....|...X.|.....|	58322
1084	5,31,65567	5|.....|...O.|.....|.....|#####|	58310
1085	5,1098785,1082401	5|....#|....#|X...#|....#|....#|	58271
1086	5,31,32799	5|.....|....O|.....|.....|#####|	58266
1087	5,4,0	5|.....|.....|.....|.....|..X..|	58243
1088	5,1082913,1082401	5|....#|....#|....#|X...#|....#|	58229
1089	5,1082431,1082431	5|....#|....#|....#|....#|#####|	58222
1090	5,32799,31	5|.....|....X|.....|.....|#####|	58193
1091	5,65567,31	5|.....|...X.|.....|.....|#####|	58172
1092	5,1,0	5|.....|.....|.....|.....|....X|	58162
1093	5,2098175,4195327	5|..OX.|.....|.....|#####|#####|	58068
1094	5,3263587,3247715	5|...##|...##|X..##|O..##|...##|	57960
1095	5,2098175,1049599	5|...XO|.....|.....|#####|#####|	57861
1096	5,1,4	5|.....|.....|.....|.....|..O.X|	57785
1097	5,4,1	5|.....|.....|.....|.....|..X.O|	57761
1098	5,2,1024	5|.....|.....|....O|.....|...X.|	57672
1099	5,2,1	5|.....|.....|.....|.....|...XO|	57665
1100	5,1049599,2098175	5|...OX|.....|.....|#####|#####|	57607
1101	5,128,1	5|.....|.....|.....|..X..|....O|	57575
1102	5,64,8	5|.....|.....|.....|...X.|.O...|	57521
1103	5,0,3	5|.....|.....|.....|.....|...OO|	57508
1104	5,1083391,17860607	5|O...#|....#|....#|#####|#####|	57475
1105	5,31,131103	5|.....|..O..|.....|.....|#####|	57399
1106	5,0,5	5|.....|.....|.....|.....|..O.O|	57398
1107	5,2,4	5|.....|.....|.....|.....|..OX.|	57300
1108	5,3,0	5|.....|.....|.....|.....|...XX|	57291
1109	5,2,2048	5|.....|.....|...O.|.....|...X.|	57284
